task_id,text,code,AI_code
332,Write a function to count character frequency of a given string.,"def char_frequency(str1):
    dict = {}
    for n in str1:
        keys = dict.keys()
        if n in keys:
            dict[n] += 1
        else:
            dict[n] = 1
    return dict","```python
def count_char_frequency(string):
    frequency = {}
    for char in string:
        if char in frequency:
            frequency[char] += 1
        else:
            frequency[char] = 1
    return frequency
```"
333,Write a python function to sort a list according to the second element in sublist.,"def Sort(sub_li): 
    sub_li.sort(key = lambda x: x[1]) 
    return sub_li ","```python
def sort_by_second_element(lst):
    return sorted(lst, key=lambda x: x[1])
```"
334,Write a python function to check whether the triangle is valid or not if sides are given.,"def check_Validity(a,b,c):  
    if (a + b <= c) or (a + c <= b) or (b + c <= a) : 
        return False
    else: 
        return True        ","```python
def is_valid_triangle(a, b, c):
    sides = sorted([a, b, c])
    if a <= 0 or b <= 0 or c <= 0:
        return False
    elif sides[2] < (sides[1] + sides[0]):
        return True
    else:
        return False
```"
335,Write a function to find the sum of arithmetic progression.,"def ap_sum(a,n,d):
  total = (n * (2 * a + (n - 1) * d)) / 2
  return total","```python
def sum_of_arithmetic_progression(a1, d, n):
    an = a1 + (n - 1) * d
    sum_ap = (n / 2) * (a1 + an)
    return sum_ap
```

Alternatively:

```python
def sum_of_arithmetic_progression(a1, d, n):
    return (n / 2) * (2*a1 + (n - 1)*d)
```"
336,Write a function to check whether the given month name contains 28 days or not.,"def check_monthnum(monthname1):
  if monthname1 == ""February"":
    return True
  else:
    return False","```python
def check_days_in_month(month_name):
    month_names = [""January"", ""February"", ""March"", ""April"", ""May"", ""June"",
                   ""July"", ""August"", ""September"", ""October"", ""November"", ""December""]
    if month_name in month_names:
        return True
    else:
        return False
```"
337,"Write a function that matches a word at the end of a string, with optional punctuation.","import re
def text_match_word(text):
        patterns = '\w+\S*$'
        if re.search(patterns,  text):
                return 'Found a match!'
        else:
                return 'Not matched!'","```
import re

def match_word_at_end(string, word):
    pattern = r'\b' + re.escape(word) + r'[^\w\s]*$'
    return bool(re.search(pattern, string))
```"
338,Write a python function to count the number of substrings with same first and last characters.,"def check_Equality(s): 
    return (ord(s[0]) == ord(s[len(s) - 1])); 
def count_Substring_With_Equal_Ends(s): 
    result = 0; 
    n = len(s); 
    for i in range(n):
        for j in range(1,n-i+1): 
            if (check_Equality(s[i:i+j])): 
                result+=1; 
    return result; ","```python
def count_substrings_with_same_first_and_last_characters(s):
    n = len(s)
    count = 0
    for length in range(1, n + 1):
        for i in range(n - length + 1):
            substring = s[i:i+length]
            if substring[0] == substring[-1]:
                count += 1
    return count
```"
339,Write a python function to find the maximum occuring divisor in an interval.,"def find_Divisor(x,y):  
    if (x==y): 
        return y 
    return 2","```python
def max_occuring_divisor(left, right):
    def gcd(a, b):
        while b:
            a, b = b, a % b
        return a

    def all_gcds(n):
        divisors = []
        for i in range(1, int(n**0.5) + 1):
            if n % i == 0:
                divisors.append(i)
                if i != n // i:
                    divisors.append(n // i)
        return divisors

    max_divisor = None
    max_count = 0
    for num in range(left, right + 1):
        divisors = all_gcds(num)
        divisor_counts = {}
        for d in divisors:
            if d not in divisor_counts:
                divisor_counts[d] = 0
            divisor_counts[d] += 1
        max_local_divisor = None
        max_local_count = 0
        for divisor, count in divisor_counts.items():
            if count > max_local_count:
                max_local_divisor = divisor
                max_local_count = count
        if max_local_count > max_count:
            max_count = max_local_count
            max_divisor = max_local_divisor

    return max_divisor
```"
340,Write a python function to find the sum of the three lowest positive numbers from a given list of numbers.,"def sum_three_smallest_nums(lst):
	return sum(sorted([x for x in lst if x > 0])[:3])","```python
def sum_of_three_lowest(numbers):
    if len(numbers) < 3:
        raise ValueError(""The list must have at least three positive numbers"")
    
    positive_numbers = [num for num in numbers if num > 0]
    if len(positive_numbers) < 3:
        raise ValueError(""The list must have at least three positive numbers"")
    
    return sum(sorted(set(positive_numbers))[:3])
```"
341,Write a function to convert the given set into ordered tuples.,"def set_to_tuple(s):
  t = tuple(sorted(s))
  return (t)","```python
def convert_set_to_ordered_tuples(given_set):
    """"""
    This function takes a given set as input, 
    sorts its elements in ascending order, 
    then converts them into ordered tuples.
    
    Args:
        given_set (set): A set containing unsorted elements.

    Returns:
        tuple: An ordered tuple containing sorted elements from the input set.
    """"""

def convert_set_to_ordered_tuples(given_set):
    return tuple(sorted(given_set))
```"
342,Write a function to find the smallest range that includes at-least one element from each of the given arrays.,"from heapq import heappop, heappush
class Node:
    def __init__(self, value, list_num, index):
        self.value = value
        self.list_num = list_num
        self.index = index
    def __lt__(self, other):
        return self.value < other.value
def find_minimum_range(list):
    high = float('-inf')
    p = (0, float('inf'))
    pq = []
    for i in range(len(list)):
        heappush(pq, Node(list[i][0], i, 0))
        high = max(high, list[i][0])
    while True:
        top = heappop(pq)
        low = top.value
        i = top.list_num
        j = top.index
        if high - low < p[1] - p[0]:
            p = (low, high)
        if j == len(list[i]) - 1:
            return p
        heappush(pq, Node(list[i][j + 1], i, j + 1))
        high = max(high, list[i][j + 1])","```python
def smallest_range(arrays):
    import heapq
    pq = [(row[0], i, 0) for i, row in enumerate(arrays)]
    heapq.heapify(pq)
    low, high = min(row[0] for row in arrays), max(row[0] for row in arrays)
    while True:
        num, array_index, element_index = heapq.heappop(pq)
        if high - num < high - low:
            low, high = num, high
        elif high - num == high - low and num < low:
            low = num
        if element_index + 1 == len(arrays[array_index]):
            return (low, high)
        heapq.heappush(pq, (arrays[array_index][element_index + 1], array_index, element_index + 1))
```"
343,Write a function to calculate the number of digits and letters in a string.,"def dig_let(s):
 d=l=0
 for c in s:
    if c.isdigit():
        d=d+1
    elif c.isalpha():
        l=l+1
    else:
        pass
 return (l,d)","```python
def count_digits_and_letters(input_string):
    digits = sum(c.isdigit() for c in input_string)
    letters = sum(c.isalpha() for c in input_string)
    return {""digits"": digits, ""letters"": letters}
```"
344,Write a python function to find number of elements with odd factors in a given range.,"def count_Odd_Squares(n,m): 
    return int(m**0.5) - int((n-1)**0.5) ","```python
def count_odd_factors(a, b):
    def is_prime(n):
        if n < 2:
            return False
        for i in range(2, int(n**0.5) + 1):
            if n % i == 0:
                return False
        return True

    count = 0
    for num in range(a, b+1):
        factors_count = 0
        for j in range(1, num+1):
            if num % j == 0 and is_prime(j):
                factors_count += 1
        if factors_count % 2 != 0:
            count += 1
    return count
```"
345,Write a function to find the difference between two consecutive numbers in a given list.,"def diff_consecutivenums(nums):
    result = [b-a for a, b in zip(nums[:-1], nums[1:])]
    return result","```python
def find_consecutive_diff(numbers):
    if len(numbers) < 2:
        return None
    diff_list = [numbers[i+1] - numbers[i] for i in range(len(numbers)-1)]
    return diff_list
```

Alternatively, using NumPy:

```python
import numpy as np

def find_consecutive_diff(numbers):
    if len(numbers) < 2:
        return None
    numbers_array = np.array(numbers)
    diff_list = np.diff(numbers_array).tolist()
    return diff_list
```"
346,"Write a function to find entringer number e(n, k).","def zigzag(n, k): 
	if (n == 0 and k == 0): 
		return 1
	if (k == 0): 
		return 0
	return zigzag(n, k - 1) + zigzag(n - 1, n - k)","```python
def entringer_number(n, k):
    def stirling_second_kind(n, k):
        if n == 0:
            return int(k == 0)
        elif k > n or k < 1:
            return 0
        else:
            result = 0
            for i in range(1, n + 1):
                sign = (-1)**(k + i)
                term = (i**n) * stirling_second_kind(i - 1, k - 1)
                result += sign * term
            return int(result / math.factorial(k))

    import math

    def binomial_coefficient(n, k):
        return math.comb(n, k)

    return sum((-1)**k * binomial_coefficient(n + 1, k) * (k**n) for k in range(0, n + 2))
```"
347,Write a python function to count the number of squares in a rectangle.,"def count_Squares(m,n): 
    if (n < m): 
        temp = m 
        m = n 
        n = temp 
    return n * (n + 1) * (3 * m - n + 1) // 6","```python
def count_squares(width, height):
    def gcd(a, b):
        while b:
            a, b = b, a % b
        return a
    
    side_length = gcd(width, height)
    num_squares = (width // side_length) * (height // side_length)
    
    return num_squares
```"
